42.10242189,-8.61489605
42.10243109,-8.614894724
42.1024403,-8.614893422
42.10244951,-8.614892144
42.10245872,-8.614890886
42.10246794,-8.614889648
42.10247716,-8.614888428
42.10248639,-8.614887223
42.10249561,-8.614886033
42.10250484,-8.614884855
42.10251407,-8.614883687
42.1025233,-8.614882528
42.10253254,-8.614881376
42.10254177,-8.614880228
42.102551,-8.614879084
42.10256024,-8.614877942
42.10256947,-8.614876799
42.10257871,-8.614875654
42.10258794,-8.614874506
42.10259718,-8.614873351
42.10260641,-8.614872189
42.10261564,-8.614871018
42.10262487,-8.614869836
42.10263409,-8.614868641
42.10264332,-8.614867431
42.10265254,-8.614866204
42.10266176,-8.61486496
42.10267097,-8.614863695
42.10268018,-8.614862409
42.10268939,-8.614861098
42.1026986,-8.614859763
42.10270779,-8.6148584
42.10271699,-8.614857008
42.10272618,-8.614855586
42.10273536,-8.61485413
42.10274454,-8.614852641
42.10275371,-8.614851115
42.10276287,-8.614849551
42.10277203,-8.614847947
42.10278118,-8.614846302
42.10279033,-8.614844613
42.10279946,-8.614842879
42.10280859,-8.614841098
42.10281771,-8.614839269
42.10282686,-8.614837281
42.1028358,-8.614835009
42.102845,-8.614832346
42.10285402,-8.614829402
42.10286287,-8.614826186
42.10287155,-8.614822705
42.10288046,-8.614818793
42.10288919,-8.61481461
42.10289776,-8.614810166
42.10290617,-8.614805471
42.10291442,-8.614800534
42.10292286,-8.614795134
42.10293114,-8.614789492
42.10293927,-8.614783619
42.10294725,-8.614777525
42.10295508,-8.61477122
42.10296278,-8.614764717
42.10297034,-8.614758025
42.10297777,-8.614751155
42.10298539,-8.614743821
42.10299287,-8.614736319
42.10300024,-8.61472866
42.10300749,-8.614720856
42.10301463,-8.61471292
42.10302167,-8.614704863
42.10302862,-8.614696699
42.10303548,-8.614688438
42.10304225,-8.614680094
42.10304894,-8.614671678
42.10305556,-8.614663203
42.10306212,-8.61465468
42.10306862,-8.614646123
42.10307507,-8.614637543
42.10308147,-8.614628952
42.10308783,-8.614620362
